F,a,i,l,e,d,1,
"[193, 132, 60, 7, -9, 3, '205330']",1611060268.pickle.pickle,101,1092.2,,,,
F,a,i,l,e,d,1,
F,a,i,l,e,d,1,
F,a,i,l,e,d,0,
"[170, 75, 60, 7, -10, 3, '205629']",1611063162.pickle.pickle,101,1011.4,,,,
"[164, 194, 60, 5, -10, 3, '210149']",1611064981.pickle.pickle,101,1446.3,,,,
"[200, 1, 60, 5, -9, 3, '210459']",1611065277.pickle.pickle,101,1062.5,,,,
"[212, 194, 60, 11, -6, 3, '210727']",1611065426.pickle.pickle,101,940.2,,,,
"[220, 159, 60, 8, -7, 3, '211033']",1611065613.pickle.pickle,101,1051.7,,,,
"[165, 155, 60, 9, -7, 3, '211318']",1611065779.pickle.pickle,101,990.9,,,,
"[239, 190, 60, 12, -6, 3, '211532']",1611065914.pickle.pickle,101,899.7,,,,
F,a,i,l,e,d,6,2
F,a,i,l,e,d,1,6
"[210, 2, 60, 4, -11, 3, '212227']",1611068152.pickle.pickle,101,1204.4,,,,
